ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
16,1,2023-03-30 16:49:51,2023-03-30 16:49:51,"",cropped-Mentor-mentee-1.png,"",inherit,open,closed,"",cropped-mentor-mentee-1-png,"","",2023-03-30 16:49:51,2023-03-30 16:49:51,"","0",https://michaelkentburns.com/wp-content/uploads/2023/03/cropped-Mentor-mentee-1.png,"0",attachment,image/png,"0"
18,1,2023-03-30 16:52:17,2023-03-30 16:52:17,"",Michael and Mary at Denali,Michael and Mary at Denali,inherit,open,closed,"",michaelmarydenali,"","",2023-03-30 16:53:12,2023-03-30 16:53:12,"","0",https://michaelkentburns.com/wp-content/uploads/2023/03/MichaelMaryDenali.jpeg,"0",attachment,image/jpeg,"0"
19,1,2023-03-30 16:54:31,2023-03-30 16:54:31,"<!-- wp:paragraph -->
<p>This is an example page. It's different from a blog post because it will stay in one place and will show up in your site navigation (in most themes). Most people start with an About page that introduces them to potential site visitors. It might say something like this:</p>
<!-- /wp:paragraph -->

<!-- wp:quote -->
<blockquote class=""wp-block-quote""><!-- wp:paragraph -->
<p>Hi there! I'm a bike messenger by day, aspiring actor by night, and this is my website. I live in Los Angeles, have a great dog named Jack, and I like piña coladas. (And gettin' caught in the rain.)</p>
<!-- /wp:paragraph --></blockquote>
<!-- /wp:quote -->

<!-- wp:paragraph -->
<p>...or something like this:</p>
<!-- /wp:paragraph -->

<!-- wp:quote -->
<blockquote class=""wp-block-quote""><!-- wp:paragraph -->
<p>The XYZ Doohickey Company was founded in 1971, and has been providing quality doohickeys to the public ever since. Located in Gotham City, XYZ employs over 2,000 people and does all kinds of awesome things for the Gotham community.</p>
<!-- /wp:paragraph --></blockquote>
<!-- /wp:quote -->

<!-- wp:paragraph -->
<p>As a new WordPress user, you should go to <a href=""https://michaelkentburns.com/wp-admin/"">your dashboard</a> to delete this page and create new pages for your content. Have fun!</p>
<!-- /wp:paragraph -->",Front Page,"",inherit,closed,closed,"",2-revision-v1,"","",2023-03-30 16:54:31,2023-03-30 16:54:31,"",2,https://michaelkentburns.com/?p=19,"0",revision,"","0"
21,1,2024-02-15 21:57:29,2023-03-30 21:46:33, ,"","",publish,closed,closed,"",21,"","",2024-02-15 21:57:29,2024-02-15 21:57:29,"","0",https://michaelkentburns.com/?p=21,1,nav_menu_item,"","0"
22,1,2023-03-30 22:07:41,2023-03-30 22:07:41,"<!-- wp:paragraph -->
<p>Michael lives near Cedar Park, Texas with his wife Mary.</p>
<!-- /wp:paragraph -->

<!-- wp:group {""layout"":{""type"":""flex"",""flexWrap"":""nowrap"",""justifyContent"":""space-between""}} -->
<div class=""wp-block-group""><!-- wp:image {""id"":39,""width"":""309px"",""height"":""auto"",""aspectRatio"":""1.3360655737704918"",""sizeSlug"":""large"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-large is-resized""><img src=""https://michaelkentburns.com/wp-content/uploads/2023/04/IMG_1613-1024x768.jpeg"" alt="""" class=""wp-image-39"" style=""aspect-ratio:1.3360655737704918;width:309px;height:auto""/></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":169,""width"":""324px"",""height"":""auto"",""sizeSlug"":""large"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-large is-resized""><img src=""https://michaelkentburns.com/wp-content/uploads/2024/02/MichaelAtWork-1024x768.jpeg"" alt="""" class=""wp-image-169"" style=""width:324px;height:auto""/></figure>
<!-- /wp:image --></div>
<!-- /wp:group -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Michael is a 40 year veteran software engineer.  The last 33 years was as a principal systems developer at <a href=""http://www.sas.com"">SAS Institute</a>.  His main responsibility was the <a href=""https://www.sas.com/en_us/search.html?q=metadata%20server"">enterprise metadata server</a> that connects all SAS products. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>He is now happily retired, but not yet done with the field.  This site is home base for his new focus of mentoring programmers in the art of software engineering.   The main emphasis is individuals living in a places that do not have software development jobs.  This means that their best opportunity is to go freelance.   Doing so allows them to stay in their culture and home community.   </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>While freelancing is a start, there are also opportunities to do so much more as part of a larger development team focused on many open source software projects.   This is something that I am moving into myself.  Join me.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:social-links -->
<ul class=""wp-block-social-links""><!-- wp:social-link {""url"":""https://github.com/MichaelKentBurns"",""service"":""github""} /-->

<!-- wp:social-link {""url"":""https://www.linkedin.com/in/michaelkentburns/?lipi=urn%3Ali%3Apage%3Ad_flagship3_feed%3B6Dj3E8auRSy51Ad%2BgA7N%2FQ%3D%3D"",""service"":""linkedin""} /-->

<!-- wp:social-link {""url"":""MichaelKentBurns@gmail.com"",""service"":""mail""} /-->

<!-- wp:social-link {""url"":""https://www.facebook.com/michael.burns.906"",""service"":""facebook""} /--></ul>
<!-- /wp:social-links -->

<!-- wp:social-links -->
<ul class=""wp-block-social-links""></ul>
<!-- /wp:social-links -->",About Michael,"",publish,closed,closed,"",about-michael,"","",2024-02-27 16:45:58,2024-02-27 16:45:58,"","0",https://michaelkentburns.com/?page_id=22,"0",page,"","0"
23,1,2023-03-30 21:59:16,2023-03-30 21:59:16,"<!-- wp:paragraph -->
<p>Michael is a 40 year veteran software engineer.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>He is now happily retired, but not yet done with the field.  This site is home base for his new focus of mentoring programmers in the art of software engineering.   The main emphasis is individuals living in a place that does not have jobs for them.  This means that their best opportunity is to go freelance.   Doing so allows them to stay in their culture and home community.   </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>...</p>
<!-- /wp:paragraph -->",About Michael,"",inherit,closed,closed,"",22-revision-v1,"","",2023-03-30 21:59:16,2023-03-30 21:59:16,"",22,https://michaelkentburns.com/?p=23,"0",revision,"","0"
24,1,2023-03-30 22:02:40,2023-03-30 22:02:40,"<!-- wp:paragraph -->
<p>Email: <a href=""mailto:MichaelKentBurns@gmail.com"">MichaelKentBurns@gmail.com</a></p>
<!-- /wp:paragraph -->",Contact us,"",publish,closed,closed,"",contact-us,"","",2023-04-01 23:35:59,2023-04-01 23:35:59,"","0",https://michaelkentburns.com/?page_id=24,"0",page,"","0"
25,1,2024-02-15 21:57:29,2023-03-30 22:02:40, ,"","",publish,closed,closed,"",25,"","",2024-02-15 21:57:29,2024-02-15 21:57:29,"","0",https://michaelkentburns.com/index.php/2023/03/30/25/,3,nav_menu_item,"","0"
26,1,2023-03-30 22:02:40,2023-03-30 22:02:40,"<!-- wp:paragraph -->
<p>Email: MichaelKentBurns@gmail.com</p>
<!-- /wp:paragraph -->",Contact us,"",inherit,closed,closed,"",24-revision-v1,"","",2023-03-30 22:02:40,2023-03-30 22:02:40,"",24,https://michaelkentburns.com/?p=26,"0",revision,"","0"
27,1,2024-02-15 21:57:29,2023-03-30 22:07:41, ,"","",publish,closed,closed,"",27,"","",2024-02-15 21:57:29,2024-02-15 21:57:29,"","0",https://michaelkentburns.com/index.php/2023/03/30/27/,2,nav_menu_item,"","0"
30,1,2023-03-30 22:13:36,2023-03-30 22:13:36,"<!-- wp:image {""id"":12,""width"":423,""height"":282,""sizeSlug"":""large"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-large is-resized""><img src=""https://michaelkentburns.com/wp-content/uploads/2023/03/Mentor-mentee-1-1024x683.png"" alt="""" class=""wp-image-12"" width=""423"" height=""282""/></figure>
<!-- /wp:image -->",Home,"",inherit,closed,closed,"",2-revision-v1,"","",2023-03-30 22:13:36,2023-03-30 22:13:36,"",2,https://michaelkentburns.com/?p=30,"0",revision,"","0"
